127.0.0.1 - - [10/Aug/2025:20:11:46 +0000] "GET /health HTTP/1.1" 502 150 "-" "curl/8.14.1" "-" rt=3.078 uct="-" uht="-" urt="3.077"
127.0.0.1 - - [11/Aug/2025:01:47:00 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:01:47:30 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:01:48:00 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:01:48:30 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:01:49:01 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:01:49:31 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:01:50:01 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:01:50:31 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:01:51:01 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:01:51:31 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:01:52:01 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:01:52:31 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.008 uct="0.000" uht="0.008" urt="0.008"
127.0.0.1 - - [11/Aug/2025:01:53:01 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:01:53:31 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:01:54:01 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:01:54:31 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:01:55:01 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:01:55:32 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:01:56:02 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:01:56:32 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:01:57:02 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:01:57:32 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:01:58:02 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.007 uct="0.000" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:01:58:32 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:01:59:02 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:01:59:32 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:00:02 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.005 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:02:00:32 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:01:02 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:01:33 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:02:03 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:02:33 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:03:03 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:02:03:33 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.005 uct="0.003" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:02:04:03 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:04:33 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:05:03 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:05:33 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:06:03 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:02:06:33 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:07:03 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.017 uct="0.001" uht="0.017" urt="0.017"
127.0.0.1 - - [11/Aug/2025:02:07:34 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:08:04 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:08:34 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.013 uct="0.001" uht="0.014" urt="0.014"
127.0.0.1 - - [11/Aug/2025:02:09:04 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:09:34 +0000] "GET /health HTTP/1.1" 200 309 "-" "curl/8.14.1" "-" rt=0.008 uct="0.001" uht="0.008" urt="0.008"
127.0.0.1 - - [11/Aug/2025:02:10:04 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.005 uct="0.001" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:02:10:34 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.014 uct="0.000" uht="0.013" urt="0.013"
127.0.0.1 - - [11/Aug/2025:02:11:04 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:11:34 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:12:04 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:12:34 +0000] "GET /health HTTP/1.1" 200 310 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:13:04 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:13:35 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:14:05 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:02:14:35 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:15:05 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:15:35 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:16:05 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:16:35 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:17:05 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:02:17:35 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:18:05 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:18:35 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:02:19:05 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:19:35 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:20:05 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:20:36 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:21:06 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:02:21:36 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:02:22:06 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.006 uct="0.001" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:02:22:36 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:23:06 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:23:36 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:24:06 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:24:36 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:25:06 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:25:36 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:26:06 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:26:36 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:27:06 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:27:37 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.006 uct="0.001" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:02:28:07 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.020 uct="0.001" uht="0.020" urt="0.020"
127.0.0.1 - - [11/Aug/2025:02:28:37 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.006 uct="0.001" uht="0.007" urt="0.007"
127.0.0.1 - - [11/Aug/2025:02:29:07 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:02:29:37 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.011 uct="0.001" uht="0.012" urt="0.012"
127.0.0.1 - - [11/Aug/2025:02:30:07 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.009 uct="0.001" uht="0.010" urt="0.010"
127.0.0.1 - - [11/Aug/2025:02:30:37 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:31:07 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:31:37 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:32:07 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:32:38 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.008 uct="0.001" uht="0.008" urt="0.008"
127.0.0.1 - - [11/Aug/2025:02:33:08 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.087 uct="0.057" uht="0.087" urt="0.087"
127.0.0.1 - - [11/Aug/2025:02:33:38 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:34:08 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.009 uct="0.000" uht="0.009" urt="0.009"
127.0.0.1 - - [11/Aug/2025:02:34:38 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:35:08 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:35:38 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:36:08 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.006 uct="0.000" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:02:36:38 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:37:09 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:37:39 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:38:09 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:38:39 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:39:09 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:39:39 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:40:09 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:40:39 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:41:09 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:41:39 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:42:09 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:42:39 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.001 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:43:09 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:02:43:39 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:44:09 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:44:40 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.005 uct="0.001" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:02:45:10 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.011 uct="0.000" uht="0.011" urt="0.011"
127.0.0.1 - - [11/Aug/2025:02:45:40 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:46:10 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:46:40 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.005 uct="0.001" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:02:47:10 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:47:40 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:48:10 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:48:40 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:02:49:10 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:49:40 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:50:10 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:02:50:40 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:51:10 +0000] "GET /health HTTP/1.1" 200 311 "-" "curl/8.14.1" "-" rt=0.003 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:51:41 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.007 uct="0.000" uht="0.008" urt="0.008"
127.0.0.1 - - [11/Aug/2025:02:52:11 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.012 uct="0.000" uht="0.011" urt="0.011"
127.0.0.1 - - [11/Aug/2025:02:52:41 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:53:11 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:53:41 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.004 uct="0.000" uht="0.004" urt="0.004"
127.0.0.1 - - [11/Aug/2025:02:54:11 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.006 uct="0.001" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:02:54:41 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:02:55:11 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:55:41 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:56:11 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:56:41 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.001" urt="0.001"
127.0.0.1 - - [11/Aug/2025:02:57:11 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.005 uct="0.000" uht="0.005" urt="0.005"
127.0.0.1 - - [11/Aug/2025:02:57:41 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.005 uct="0.001" uht="0.006" urt="0.006"
127.0.0.1 - - [11/Aug/2025:02:58:12 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.001 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:58:42 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.003" urt="0.003"
127.0.0.1 - - [11/Aug/2025:02:59:12 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.003 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:02:59:42 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.000" uht="0.002" urt="0.002"
127.0.0.1 - - [11/Aug/2025:03:00:12 +0000] "GET /health HTTP/1.1" 200 312 "-" "curl/8.14.1" "-" rt=0.002 uct="0.001" uht="0.003" urt="0.003"
